source,index,annotation
data/val/20250310_151703_frame_103_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151703_frame_103_ok_nok_rdx_rwx.json
data/val/20250310_151720_frame_104_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151720_frame_104_ok_nok_rdx_rwx.json
data/val/20250310_151803_frame_105_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151803_frame_105_ok_nok_rdx_rwx.json
data/val/20250310_151912_frame_106_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_151912_frame_106_ok_nok_rdx_rwx.json
data/val/20250310_152912_frame_107_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_152912_frame_107_ok_nok_rdx_rwx.json
data/val/20250310_153041_frame_108_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153041_frame_108_ok_nok_rdx_rwx.json
data/val/20250310_153225_frame_109_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153225_frame_109_ok_nok_rdx_rwx.json
data/val/20250310_153601_frame_116_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153601_frame_116_ok_nok_rdx_rwx.json
data/val/20250310_153653_frame_118_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153653_frame_118_ok_nok_rdx_rwx.json
data/val/20250310_153755_frame_119_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153755_frame_119_ok_nok_rdx_rwx.json
data/val/20250310_153843_frame_120_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_153843_frame_120_ok_nok_rdx_rwx.json
data/val/20250310_153943_frame_121_nok_nok_rdx_rwx.cu3s,0,data/val/20250310_153943_frame_121_nok_nok_rdx_rwx.json
data/val/20250310_154046_frame_122_nok_ok_rdx_rwx.cu3s,0,data/val/20250310_154046_frame_122_nok_ok_rdx_rwx.json
data/val/20250310_154135_frame_124_nok_ok_rdx_rwx.cu3s,0,data/val/20250310_154135_frame_124_nok_ok_rdx_rwx.json
data/val/20250310_154224_frame_125_nok_ok_rdx_rwx.cu3s,0,data/val/20250310_154224_frame_125_nok_ok_rdx_rwx.json
data/val/20250310_154416_frame_126_ok_nok_rdx_rwx.cu3s,0,data/val/20250310_154416_frame_126_ok_nok_rdx_rwx.json
data/val/20250311_095324_frame_5_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_095324_frame_5_ok_nok_rdx_rwx.json
data/val/20250311_100022_frame_6_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_100022_frame_6_nok_ok_rdx_rwx.json
data/val/20250311_100327_frame_7_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_100327_frame_7_nok_ok_rdx_rwx.json
data/val/20250311_100931_frame_8_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_100931_frame_8_nok_ok_rdx_rwx.json
data/val/20250311_101004_frame_9_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_101004_frame_9_nok_ok_rdx_rwx.json
data/val/20250311_101035_frame_10_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_101035_frame_10_nok_ok_rdx_rwx.json
data/val/20250311_101228_frame_11_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_101228_frame_11_nok_ok_rdx_rwx.json
data/val/20250311_101600_frame_12_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_101600_frame_12_nok_ok_rdx_rwx.json
data/val/20250311_102154_frame_13_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_102154_frame_13_nok_ok_rdx_rwx.json
data/val/20250311_102243_frame_14_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_102243_frame_14_nok_ok_rdx_rwx.json
data/val/20250311_102409_frame_15_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_102409_frame_15_nok_ok_rdx_rwx.json
data/val/20250311_102516_frame_16_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_102516_frame_16_nok_ok_rdx_rwx.json
data/val/20250311_103142_frame_17_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103142_frame_17_nok_ok_rdx_rwx.json
data/val/20250311_103234_frame_18_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103234_frame_18_nok_ok_rdx_rwx.json
data/val/20250311_103541_frame_19_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103541_frame_19_nok_ok_rdx_rwx.json
data/val/20250311_103717_frame_20_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103717_frame_20_nok_ok_rdx_rwx.json
data/val/20250311_103817_frame_21_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103817_frame_21_nok_ok_rdx_rwx.json
data/val/20250311_103905_frame_22_nok_ok_rdx_rwx.cu3s,0,data/val/20250311_103905_frame_22_nok_ok_rdx_rwx.json
data/val/20250311_103956_frame_23_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_103956_frame_23_ok_nok_rdx_rwx.json
data/val/20250311_104033_frame_24_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104033_frame_24_ok_nok_rdx_rwx.json
data/val/20250311_104116_frame_25_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104116_frame_25_ok_nok_rdx_rwx.json
data/val/20250311_104216_frame_26_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104216_frame_26_ok_nok_rdx_rwx.json
data/val/20250311_104309_frame_27_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104309_frame_27_ok_nok_rdx_rwx.json
data/val/20250311_104418_frame_28_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104418_frame_28_ok_nok_rdx_rwx.json
data/val/20250311_104445_frame_29_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104445_frame_29_ok_nok_rdx_rwx.json
data/val/20250311_104536_frame_30_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104536_frame_30_ok_nok_rdx_rwx.json
data/val/20250311_104631_frame_31_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104631_frame_31_ok_nok_rdx_rwx.json
data/val/20250311_104754_frame_32_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104754_frame_32_ok_nok_rdx_rwx.json
data/val/20250311_104919_frame_33_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104919_frame_33_ok_nok_rdx_rwx.json
data/val/20250311_104944_frame_34_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_104944_frame_34_ok_nok_rdx_rwx.json
data/val/20250311_105017_frame_35_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_105017_frame_35_ok_nok_rdx_rwx.json
data/val/20250311_105113_frame_36_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_105113_frame_36_ok_nok_rdx_rwx.json
data/val/20250311_105158_frame_37_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_105158_frame_37_ok_nok_rdx_rwx.json
data/val/20250311_105414_frame_38_ok_nok_rdx_rwx.cu3s,0,data/val/20250311_105414_frame_38_ok_nok_rdx_rwx.json
